timestamp,price,action,equity
2026-05-14 18:34:12,1.37285,NO_ACTION,1001833.45
2026-05-14 18:34:18,1.372825,NO_ACTION,1001833.45
2026-05-14 18:34:29,1.372785,NO_ACTION,1001833.45
2026-05-14 18:34:35,1.37278,NO_ACTION,1001833.45
2026-05-14 18:34:42,1.37278,NO_ACTION,1001833.45
2026-05-14 18:34:48,1.37275,NO_ACTION,1001833.45
2026-05-14 18:34:56,1.372725,NO_ACTION,1001833.45
2026-05-14 18:35:03,1.372725,NO_ACTION,1001833.45
2026-05-14 18:35:10,1.37275,NO_ACTION,1001833.45
2026-05-14 18:35:19,1.3727,NO_ACTION,1001833.45
2026-05-14 18:35:26,1.37268,NO_ACTION,1001833.45
2026-05-14 18:35:32,1.37265,NO_ACTION,1001833.45
2026-05-14 18:35:39,1.372635,NO_ACTION,1001833.45
2026-05-14 18:35:46,1.372635,NO_ACTION,1001833.45
2026-05-14 18:35:54,1.37265,NO_ACTION,1001833.45
2026-05-14 18:36:03,1.3728,NO_ACTION,1001833.45
2026-05-14 18:36:12,1.37282,NO_ACTION,1001833.45
2026-05-14 18:36:20,1.3728,NO_ACTION,1001880.46
2026-05-14 18:36:31,1.372825,NO_ACTION,1001880.46
2026-05-14 18:36:41,1.37285,NO_ACTION,1001880.46
2026-05-14 18:36:48,1.37285,NO_ACTION,1001880.46
2026-05-14 18:36:55,1.37285,NO_ACTION,1001880.46
2026-05-14 18:37:04,1.37285,NO_ACTION,1001880.46
2026-05-14 18:37:16,1.37295,NO_ACTION,1001880.46
2026-05-14 18:37:27,1.37295,NO_ACTION,1001880.48
2026-05-14 18:37:37,1.373,NO_ACTION,1001880.48
2026-05-14 18:37:48,1.373,NO_ACTION,1001880.48
2026-05-14 18:37:58,1.37295,NO_ACTION,1001880.48
2026-05-14 18:38:07,1.37285,NO_ACTION,1001880.48
2026-05-14 18:38:15,1.37285,NO_ACTION,1001880.48
2026-05-14 18:38:25,1.37285,NO_ACTION,1001880.48
2026-05-14 18:38:34,1.37275,NO_ACTION,1001880.48
2026-05-14 18:38:43,1.37275,NO_ACTION,1001880.48
2026-05-14 18:38:52,1.37275,NO_ACTION,1001880.48
2026-05-14 18:39:03,1.372685,NO_ACTION,1001880.48
2026-05-14 18:39:14,1.372715,NO_ACTION,1001880.48
2026-05-14 18:39:22,1.372725,NO_ACTION,1001880.48
2026-05-14 18:39:30,1.37265,NO_ACTION,1001880.48
2026-05-14 18:39:40,1.37265,NO_ACTION,1001880.48
2026-05-14 18:39:49,1.37265,NO_ACTION,1001880.48
2026-05-14 18:39:57,1.372635,NO_ACTION,1001880.48
2026-05-14 18:40:14,1.37265,NO_ACTION,1001767.29
2026-05-14 18:40:27,1.372625,NO_ACTION,1001767.29
