open,high,low,close,volume,average,barCount
1.171575,1.171575,1.171525,1.171565,-1.0,-1.0,-1
1.171565,1.171565,1.171565,1.171565,-1.0,-1.0,-1
1.171565,1.171565,1.17156,1.171565,-1.0,-1.0,-1
1.171565,1.171595,1.171565,1.171595,-1.0,-1.0,-1
1.171595,1.171595,1.17159,1.171595,-1.0,-1.0,-1
1.171595,1.1716,1.17159,1.1716,-1.0,-1.0,-1
1.1716,1.1716,1.1716,1.1716,-1.0,-1.0,-1
1.1716,1.1716,1.17159,1.17159,-1.0,-1.0,-1
1.17159,1.171595,1.171585,1.171585,-1.0,-1.0,-1
1.171585,1.171585,1.171585,1.171585,-1.0,-1.0,-1
1.171585,1.171585,1.171585,1.171585,-1.0,-1.0,-1
1.171585,1.171585,1.171585,1.171585,-1.0,-1.0,-1
1.171585,1.17159,1.171585,1.17159,-1.0,-1.0,-1
1.17159,1.17159,1.171585,1.17159,-1.0,-1.0,-1
1.17159,1.17159,1.171585,1.17159,-1.0,-1.0,-1
1.17159,1.17159,1.171575,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.171575,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.171575,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.171575,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.171575,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.171575,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.171575,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.171575,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.171575,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.171575,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.171575,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.171575,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.171575,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.171575,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.171575,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.171575,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.171575,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.171575,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.171575,1.17158,-1.0,-1.0,-1
1.17158,1.1716,1.171575,1.1716,-1.0,-1.0,-1
1.1716,1.171605,1.171575,1.171585,-1.0,-1.0,-1
1.171585,1.171585,1.17158,1.171585,-1.0,-1.0,-1
1.171585,1.171585,1.17158,1.171585,-1.0,-1.0,-1
1.171585,1.171585,1.17158,1.171585,-1.0,-1.0,-1
1.171585,1.17159,1.17158,1.17159,-1.0,-1.0,-1
1.17159,1.17159,1.171585,1.17159,-1.0,-1.0,-1
1.17159,1.17159,1.171585,1.17159,-1.0,-1.0,-1
1.17159,1.17159,1.171575,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.171575,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.171575,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.171575,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.171575,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.171575,1.17158,-1.0,-1.0,-1
1.17158,1.17159,1.171575,1.17159,-1.0,-1.0,-1
1.17159,1.17159,1.171575,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.171575,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.171575,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.171575,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.171575,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.171575,1.17158,-1.0,-1.0,-1
1.17158,1.1716,1.171575,1.171585,-1.0,-1.0,-1
1.171585,1.171585,1.17158,1.171585,-1.0,-1.0,-1
1.171585,1.1716,1.17158,1.171585,-1.0,-1.0,-1
1.171585,1.171585,1.17158,1.171585,-1.0,-1.0,-1
1.171585,1.171585,1.17158,1.171585,-1.0,-1.0,-1
1.171585,1.171585,1.17158,1.171585,-1.0,-1.0,-1
1.171585,1.171585,1.17158,1.171585,-1.0,-1.0,-1
1.171585,1.171585,1.17158,1.171585,-1.0,-1.0,-1
1.171585,1.171585,1.17158,1.171585,-1.0,-1.0,-1
1.171585,1.171585,1.17158,1.171585,-1.0,-1.0,-1
1.171585,1.171585,1.17158,1.171585,-1.0,-1.0,-1
1.171585,1.171585,1.17158,1.171585,-1.0,-1.0,-1
1.171585,1.171585,1.17158,1.171585,-1.0,-1.0,-1
1.171585,1.17159,1.171575,1.171585,-1.0,-1.0,-1
1.171585,1.171585,1.171585,1.171585,-1.0,-1.0,-1
1.171585,1.171585,1.171585,1.171585,-1.0,-1.0,-1
1.171585,1.171585,1.171585,1.171585,-1.0,-1.0,-1
1.171585,1.171585,1.171585,1.171585,-1.0,-1.0,-1
1.171585,1.171585,1.171585,1.171585,-1.0,-1.0,-1
1.171585,1.171585,1.171585,1.171585,-1.0,-1.0,-1
1.171585,1.171585,1.171585,1.171585,-1.0,-1.0,-1
1.171585,1.171585,1.171585,1.171585,-1.0,-1.0,-1
1.171585,1.171585,1.171585,1.171585,-1.0,-1.0,-1
1.171585,1.171605,1.171585,1.171595,-1.0,-1.0,-1
1.171595,1.171595,1.17159,1.171595,-1.0,-1.0,-1
1.171595,1.171595,1.17159,1.171595,-1.0,-1.0,-1
1.171595,1.171595,1.17159,1.171595,-1.0,-1.0,-1
1.171595,1.171595,1.17158,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.17158,1.17158,-1.0,-1.0,-1
1.17158,1.171595,1.17158,1.17158,-1.0,-1.0,-1
1.17158,1.171595,1.17158,1.171595,-1.0,-1.0,-1
1.171595,1.171595,1.17158,1.171595,-1.0,-1.0,-1
1.171595,1.171595,1.17159,1.171595,-1.0,-1.0,-1
1.171595,1.171595,1.17159,1.171595,-1.0,-1.0,-1
1.171595,1.171595,1.17158,1.171595,-1.0,-1.0,-1
1.171595,1.171595,1.17158,1.171595,-1.0,-1.0,-1
1.171595,1.171595,1.17158,1.17158,-1.0,-1.0,-1
1.17158,1.1716,1.17158,1.171585,-1.0,-1.0,-1
1.171585,1.1716,1.171585,1.1716,-1.0,-1.0,-1
1.1716,1.1716,1.171585,1.171585,-1.0,-1.0,-1
1.171585,1.1716,1.171585,1.171585,-1.0,-1.0,-1
1.171585,1.1716,1.171585,1.1716,-1.0,-1.0,-1
1.1716,1.1716,1.1716,1.1716,-1.0,-1.0,-1
1.1716,1.1716,1.1716,1.1716,-1.0,-1.0,-1
1.1716,1.171615,1.1716,1.171615,-1.0,-1.0,-1
1.171615,1.171615,1.1716,1.1716,-1.0,-1.0,-1
1.1716,1.1716,1.1716,1.1716,-1.0,-1.0,-1
1.1716,1.1716,1.1716,1.1716,-1.0,-1.0,-1
1.1716,1.1716,1.1716,1.1716,-1.0,-1.0,-1
1.1716,1.1716,1.1716,1.1716,-1.0,-1.0,-1
1.1716,1.1716,1.171575,1.171575,-1.0,-1.0,-1
1.171575,1.171575,1.171575,1.171575,-1.0,-1.0,-1
1.171575,1.171575,1.171575,1.171575,-1.0,-1.0,-1
1.171575,1.171575,1.171575,1.171575,-1.0,-1.0,-1
1.171575,1.171575,1.171575,1.171575,-1.0,-1.0,-1
1.171575,1.171595,1.171575,1.17159,-1.0,-1.0,-1
1.17159,1.171595,1.17159,1.17159,-1.0,-1.0,-1
1.17159,1.171595,1.171575,1.171575,-1.0,-1.0,-1
1.171575,1.171575,1.171575,1.171575,-1.0,-1.0,-1
1.171575,1.171575,1.171575,1.171575,-1.0,-1.0,-1
1.171575,1.17158,1.171575,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.17158,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.171575,1.171575,-1.0,-1.0,-1
1.171575,1.171575,1.171575,1.171575,-1.0,-1.0,-1
1.171575,1.171575,1.171575,1.171575,-1.0,-1.0,-1
1.171575,1.1716,1.171575,1.1716,-1.0,-1.0,-1
1.1716,1.1716,1.171585,1.171585,-1.0,-1.0,-1
1.171585,1.171585,1.17158,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.17158,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.17158,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.17158,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.17158,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.17158,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.17158,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.17158,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.17158,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.17157,1.17157,-1.0,-1.0,-1
1.17157,1.17157,1.17157,1.17157,-1.0,-1.0,-1
1.17157,1.171575,1.17157,1.171575,-1.0,-1.0,-1
1.171575,1.17158,1.171575,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.17158,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.171575,1.171575,-1.0,-1.0,-1
1.171575,1.171575,1.171575,1.171575,-1.0,-1.0,-1
1.171575,1.171575,1.171575,1.171575,-1.0,-1.0,-1
1.171575,1.171575,1.171575,1.171575,-1.0,-1.0,-1
1.171575,1.171575,1.171575,1.171575,-1.0,-1.0,-1
1.171575,1.171575,1.171575,1.171575,-1.0,-1.0,-1
1.171575,1.171575,1.171575,1.171575,-1.0,-1.0,-1
1.171575,1.171595,1.171575,1.171585,-1.0,-1.0,-1
1.171585,1.171585,1.171585,1.171585,-1.0,-1.0,-1
1.171585,1.171585,1.171575,1.171575,-1.0,-1.0,-1
1.171575,1.171575,1.171575,1.171575,-1.0,-1.0,-1
1.171575,1.171585,1.171575,1.171585,-1.0,-1.0,-1
1.171585,1.171585,1.171585,1.171585,-1.0,-1.0,-1
1.171585,1.171585,1.171585,1.171585,-1.0,-1.0,-1
1.171585,1.171585,1.171575,1.171575,-1.0,-1.0,-1
1.171575,1.171575,1.171575,1.171575,-1.0,-1.0,-1
1.171575,1.171585,1.171575,1.171585,-1.0,-1.0,-1
1.171585,1.171585,1.171585,1.171585,-1.0,-1.0,-1
1.171585,1.171585,1.17157,1.17157,-1.0,-1.0,-1
1.17157,1.171585,1.17157,1.171585,-1.0,-1.0,-1
1.171585,1.171585,1.171575,1.171575,-1.0,-1.0,-1
1.171575,1.171585,1.171575,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.17158,1.17158,-1.0,-1.0,-1
1.17158,1.171585,1.171575,1.171575,-1.0,-1.0,-1
1.171575,1.171575,1.171575,1.171575,-1.0,-1.0,-1
1.171575,1.171585,1.17157,1.171585,-1.0,-1.0,-1
1.171585,1.171585,1.171585,1.171585,-1.0,-1.0,-1
1.171585,1.171585,1.17158,1.171585,-1.0,-1.0,-1
1.171585,1.171585,1.171585,1.171585,-1.0,-1.0,-1
1.171585,1.171585,1.171585,1.171585,-1.0,-1.0,-1
1.171585,1.171585,1.17158,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.17158,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.17158,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.17158,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.17157,1.17157,-1.0,-1.0,-1
1.17157,1.17158,1.17157,1.17157,-1.0,-1.0,-1
1.17157,1.171575,1.17157,1.171575,-1.0,-1.0,-1
1.171575,1.171575,1.171575,1.171575,-1.0,-1.0,-1
1.171575,1.171615,1.171575,1.171575,-1.0,-1.0,-1
1.171575,1.171585,1.171575,1.171585,-1.0,-1.0,-1
1.171585,1.171585,1.171585,1.171585,-1.0,-1.0,-1
1.171585,1.171585,1.171585,1.171585,-1.0,-1.0,-1
1.171585,1.171585,1.171585,1.171585,-1.0,-1.0,-1
1.171585,1.171585,1.171585,1.171585,-1.0,-1.0,-1
1.171585,1.171585,1.17158,1.17158,-1.0,-1.0,-1
1.17158,1.171595,1.17158,1.171595,-1.0,-1.0,-1
1.171595,1.171595,1.17159,1.171595,-1.0,-1.0,-1
1.171595,1.171595,1.17159,1.171595,-1.0,-1.0,-1
1.171595,1.171595,1.17158,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.17158,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.17158,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.17158,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.17158,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.17158,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.171575,1.171575,-1.0,-1.0,-1
1.171575,1.171575,1.171575,1.171575,-1.0,-1.0,-1
1.171575,1.171575,1.171575,1.171575,-1.0,-1.0,-1
1.171575,1.171575,1.171575,1.171575,-1.0,-1.0,-1
1.171575,1.171575,1.171575,1.171575,-1.0,-1.0,-1
1.171575,1.17161,1.171575,1.171575,-1.0,-1.0,-1
1.171575,1.171575,1.171575,1.171575,-1.0,-1.0,-1
1.171575,1.171575,1.171575,1.171575,-1.0,-1.0,-1
1.171575,1.171575,1.171575,1.171575,-1.0,-1.0,-1
1.171575,1.171575,1.171575,1.171575,-1.0,-1.0,-1
1.171575,1.171575,1.171575,1.171575,-1.0,-1.0,-1
1.171575,1.17158,1.171575,1.17158,-1.0,-1.0,-1
1.17158,1.17158,1.17158,1.17158,-1.0,-1.0,-1
