timestamp,price,action,equity
2026-05-12 16:35:21,1.6086,NO_ACTION,1002382.4
2026-05-12 16:35:29,1.60865,NO_ACTION,1002382.4
2026-05-12 16:35:37,1.6086,NO_ACTION,1002382.4
2026-05-12 16:35:45,1.60855,NO_ACTION,1002382.4
2026-05-12 16:35:52,1.6086,NO_ACTION,1002382.4
2026-05-12 16:35:59,1.60855,NO_ACTION,1002382.4
2026-05-12 16:36:06,1.60855,NO_ACTION,1002382.4
2026-05-12 16:36:14,1.60855,NO_ACTION,1002382.4
2026-05-12 16:36:21,1.60855,NO_ACTION,1002382.4
2026-05-12 16:36:29,1.60865,NO_ACTION,1002382.4
2026-05-12 16:36:38,1.6086,NO_ACTION,1002382.4
2026-05-12 16:36:48,1.6087,NO_ACTION,1002382.4
2026-05-12 16:37:01,1.6087,NO_ACTION,1002382.4
2026-05-12 16:37:12,1.60875,NO_ACTION,1002382.4
2026-05-12 16:37:22,1.6088,NO_ACTION,1002382.4
2026-05-12 16:37:32,1.6088,NO_ACTION,1002382.4
2026-05-12 16:37:43,1.6088,NO_ACTION,1002382.4
2026-05-12 16:37:51,1.60875,NO_ACTION,1002382.4
2026-05-12 16:38:01,1.6088,NO_ACTION,1002382.4
2026-05-12 16:38:09,1.6088,NO_ACTION,1002382.4
2026-05-12 16:38:17,1.60885,NO_ACTION,1002562.44
2026-05-12 16:38:25,1.60885,NO_ACTION,1002562.44
2026-05-12 16:38:34,1.6089,NO_ACTION,1002562.44
2026-05-12 16:38:42,1.6089,NO_ACTION,1002562.44
2026-05-12 16:38:50,1.6089,NO_ACTION,1002562.44
2026-05-12 16:38:59,1.6089,NO_ACTION,1002562.44
2026-05-12 16:39:08,1.609,NO_ACTION,1002562.44
2026-05-12 16:39:20,1.609,NO_ACTION,1002562.44
2026-05-12 16:39:29,1.6089,NO_ACTION,1002562.44
2026-05-12 16:39:38,1.6089,NO_ACTION,1002562.44
2026-05-12 16:39:52,1.6088,NO_ACTION,1002562.44
2026-05-12 16:40:04,1.6088,NO_ACTION,1002562.44
2026-05-12 16:40:15,1.6088,NO_ACTION,1002562.44
2026-05-12 16:40:26,1.6089,NO_ACTION,1002562.44
2026-05-12 16:40:36,1.60885,NO_ACTION,1002562.44
