timestamp,price,action,equity
2026-05-08 13:47:41,1.36473,NO_ACTION,999442.72
2026-05-08 13:47:46,1.36475,NO_ACTION,999442.72
2026-05-08 13:47:51,1.364735,NO_ACTION,999442.72
2026-05-08 13:47:56,1.364735,NO_ACTION,999442.72
2026-05-08 13:48:01,1.3647,NO_ACTION,999442.72
2026-05-08 13:48:07,1.3647,NO_ACTION,999442.72
2026-05-08 13:48:12,1.36467,NO_ACTION,999442.72
2026-05-08 13:48:17,1.36465,NO_ACTION,999442.72
2026-05-08 13:48:23,1.36465,NO_ACTION,999442.72
2026-05-08 13:48:29,1.36464,NO_ACTION,999442.72
2026-05-08 13:48:36,1.36465,NO_ACTION,999442.72
2026-05-08 13:48:43,1.364565,NO_ACTION,999442.72
2026-05-08 13:48:48,1.36455,NO_ACTION,999442.72
2026-05-08 13:48:52,1.364535,NO_ACTION,999442.72
2026-05-08 13:48:57,1.36454,NO_ACTION,999442.72
2026-05-08 13:49:03,1.364525,NO_ACTION,999442.72
2026-05-08 13:49:07,1.36452,NO_ACTION,999442.72
2026-05-08 13:49:12,1.364525,NO_ACTION,999442.72
2026-05-08 13:49:16,1.3645,NO_ACTION,999442.72
2026-05-08 13:49:21,1.3645,NO_ACTION,999442.72
2026-05-08 13:49:26,1.36452,NO_ACTION,999442.72
2026-05-08 13:49:31,1.36452,NO_ACTION,999442.72
2026-05-08 13:49:35,1.3645,NO_ACTION,999442.72
2026-05-08 13:49:40,1.3645,NO_ACTION,999415.45
2026-05-08 13:49:45,1.364475,NO_ACTION,999415.45
2026-05-08 13:49:50,1.36448,NO_ACTION,999415.45
2026-05-08 13:49:55,1.3645,NO_ACTION,999415.45
2026-05-08 13:50:01,1.364465,NO_ACTION,999415.45
2026-05-08 13:50:06,1.364455,NO_ACTION,999415.45
2026-05-08 13:50:11,1.36435,BUY,999415.45
2026-05-08 13:50:19,1.3643,NO_ACTION,999361.46
2026-05-08 13:50:25,1.3643,NO_ACTION,999361.46
2026-05-08 13:50:30,1.3643,NO_ACTION,999361.46
2026-05-08 13:50:35,1.36435,NO_ACTION,999361.46
2026-05-08 13:50:41,1.36435,NO_ACTION,999361.46
2026-05-08 13:50:46,1.36435,NO_ACTION,999361.46
2026-05-08 13:50:52,1.36435,NO_ACTION,999361.46
2026-05-08 13:50:57,1.36435,NO_ACTION,999361.46
2026-05-08 13:51:04,1.364385,SELL,999361.46
2026-05-08 13:51:12,1.364375,NO_ACTION,999345.26
2026-05-08 13:51:18,1.36435,NO_ACTION,999345.26
2026-05-08 13:51:24,1.36435,NO_ACTION,999345.26
2026-05-08 13:51:30,1.36435,NO_ACTION,999345.26
2026-05-08 13:51:35,1.36435,NO_ACTION,999345.26
2026-05-08 13:51:42,1.36432,NO_ACTION,999345.26
2026-05-08 13:51:48,1.36435,NO_ACTION,999345.26
2026-05-08 13:51:53,1.36435,NO_ACTION,999345.26
2026-05-08 13:51:59,1.36435,NO_ACTION,999345.26
2026-05-08 13:52:05,1.3644,NO_ACTION,999345.26
2026-05-08 13:52:10,1.36444,NO_ACTION,999345.26
2026-05-08 13:52:17,1.36448,SELL_SIGNAL_NO_POSITION,999345.26
2026-05-08 13:52:22,1.364485,NO_ACTION,999345.26
2026-05-08 13:52:28,1.364475,NO_ACTION,999345.26
2026-05-08 13:52:34,1.364475,NO_ACTION,999345.26
2026-05-08 13:52:40,1.36446,NO_ACTION,999345.26
2026-05-08 13:52:45,1.36445,NO_ACTION,999345.26
2026-05-08 13:52:51,1.36448,NO_ACTION,999345.26
2026-05-08 13:52:56,1.3645,NO_ACTION,999345.26
2026-05-08 13:53:02,1.3645,NO_ACTION,999345.26
2026-05-08 13:53:09,1.3645,NO_ACTION,999345.26
2026-05-08 13:53:15,1.364465,NO_ACTION,999345.26
2026-05-08 13:53:20,1.3645,NO_ACTION,999345.26
2026-05-08 13:53:26,1.3645,NO_ACTION,999345.26
2026-05-08 13:53:32,1.364475,NO_ACTION,999345.26
2026-05-08 13:53:38,1.36455,NO_ACTION,999345.26
2026-05-08 13:53:44,1.36455,NO_ACTION,999345.26
2026-05-08 13:53:49,1.36455,NO_ACTION,999345.26
2026-05-08 13:53:55,1.364555,SELL_SIGNAL_NO_POSITION,999345.26
2026-05-08 13:54:01,1.3645,NO_ACTION,999345.26
2026-05-08 13:54:08,1.36453,NO_ACTION,999345.26
2026-05-08 13:54:13,1.364555,NO_ACTION,999429.02
2026-05-08 13:54:19,1.36453,NO_ACTION,999429.02
2026-05-08 13:54:25,1.36453,NO_ACTION,999429.02
2026-05-08 13:54:31,1.36452,NO_ACTION,999429.02
2026-05-08 13:54:36,1.3645,NO_ACTION,999429.02
2026-05-08 13:54:42,1.36448,NO_ACTION,999429.02
2026-05-08 13:54:48,1.364555,NO_ACTION,999429.02
2026-05-08 13:54:53,1.36456,NO_ACTION,999429.02
2026-05-08 13:54:59,1.36453,NO_ACTION,999429.02
2026-05-08 13:55:05,1.3645,NO_ACTION,999429.02
2026-05-08 13:55:11,1.36453,NO_ACTION,999429.02
2026-05-08 13:55:17,1.36453,NO_ACTION,999429.02
2026-05-08 13:55:22,1.364575,OPPORTUNITY_BUY,999429.02
2026-05-08 13:55:31,1.36457,NO_ACTION,999418.84
2026-05-08 13:55:37,1.3645,BUY,999418.84
2026-05-08 13:55:46,1.3645,NO_ACTION,999411.45
2026-05-08 13:55:53,1.3645,NO_ACTION,999411.45
2026-05-08 13:55:59,1.36445,NO_ACTION,999411.45
2026-05-08 13:56:06,1.36445,NO_ACTION,999411.45
